Reason,updated_reason,Slizovskiy_reason
Workup for kidney stones *ICU 10/15/16*,Uncategorized,Urinary Issues
Workup for kidney stones *ICU 10/15/16*,Uncategorized,Urinary Issues
Workup for kidney stones *ICU 10/15/16*,Uncategorized,Urinary Issues
Workup for kidney stones *ICU 10/15/16*,Uncategorized,Urinary Issues
Workup for kidney stones *ICU 10/15/16*,Uncategorized,Urinary Issues
Workup for kidney stones *ICU 10/15/16*,Uncategorized,Urinary Issues
Workup for kidney stones *ICU 10/15/16*,Uncategorized,Urinary Issues
environmental cultures,Uncategorized,
environmental cultures,Uncategorized,
environmental cultures,Uncategorized,
environmental cultures,Uncategorized,
environmental cultures,Uncategorized,
environmental cultures,Uncategorized,
Laser therapy,Uncategorized,
Laser therapy,Uncategorized,
dog attack- Referral  *ICU 10/14,Uncategorized,
dog attack- Referral  *ICU 10/14,Uncategorized,
dog attack- Referral  *ICU 10/14,Uncategorized,
dog attack- Referral  *ICU 10/14,Uncategorized,
dog attack- Referral  *ICU 10/14,Uncategorized,
Laterally recumbent,Uncategorized,
Eval Pyogranulomatous and peritonitis,Uncategorized,
Eval Pyogranulomatous and peritonitis,Uncategorized,
Eval Pyogranulomatous and peritonitis,Uncategorized,
Eval Pyogranulomatous and peritonitis,Uncategorized,
Eval Pyogranulomatous and peritonitis,Uncategorized,
ACTH stim test,Uncategorized,
ACTH stim test,Uncategorized,
persistent elevated UPC and elevated ALTGGT,Uncategorized,
persistent elevated UPC and elevated ALTGGT,Uncategorized,
ultrasound  tech: Sarah,Uncategorized,
ultrasound  tech: Sarah,Uncategorized,
severe mastitis,Uncategorized,
severe mastitis,Uncategorized,
severe mastitis,Uncategorized,
severe mastitis,Uncategorized,
severe mastitis,Uncategorized,
bacteria in ear,Uncategorized,
bacteria in ear,Uncategorized,
bacteria in ear,Uncategorized,
bacteria in ear,Uncategorized,
bacteria in ear,Uncategorized,
bacteria in ear,Uncategorized,
kidney problems     **ICU: 10/19,Uncategorized,
kidney problems     **ICU: 10/19,Uncategorized,
kidney problems     **ICU: 10/19,Uncategorized,
kidney problems     **ICU: 10/19,Uncategorized,
kidney problems     **ICU: 10/19,Uncategorized,
lesions on foot pads,Uncategorized,
lesions on foot pads,Uncategorized,
lesions on foot pads,Uncategorized,
lesions on foot pads,Uncategorized,
lesions on foot pads,Uncategorized,
lesions on foot pads,Uncategorized,
lesions on foot pads,Uncategorized,
lesions on foot pads,Uncategorized,
lesions on foot pads,Uncategorized,
lesions on foot pads,Uncategorized,
thyroid check,Uncategorized,
echo and chem8,Uncategorized,
echo and chem8,Uncategorized,
sub flush,Uncategorized,
sub flush,Uncategorized,
sub flush,Uncategorized,
sub flush,Uncategorized,
possible cataract eval.,Uncategorized,
possible cataract eval.,Uncategorized,
growth on mouth,Uncategorized,
"Blockage, just spayed, elevated kidney numbers     **ICU: 10/19",Uncategorized,
"Blockage, just spayed, elevated kidney numbers     **ICU: 10/19",Uncategorized,
euth,Uncategorized,
RERERRAL: ruptured disc      **ICU: 10/21,Uncategorized,
RERERRAL: ruptured disc      **ICU: 10/21,Uncategorized,
RERERRAL: ruptured disc      **ICU: 10/21,Uncategorized,
RERERRAL: ruptured disc      **ICU: 10/21,Uncategorized,
RERERRAL: ruptured disc      **ICU: 10/21,Uncategorized,
RERERRAL: ruptured disc      **ICU: 10/21,Uncategorized,
REFERRAL: DKA    **ICU: 10/19,Uncategorized,
REFERRAL: DKA    **ICU: 10/19,Uncategorized,
pancreatis/diabetis ???  will not eat on his own/very weak,Uncategorized,
pancreatis/diabetis ???  will not eat on his own/very weak,Uncategorized,
bleeding during urination,Uncategorized,
Eval-chrnoic otitis both ears,Uncategorized,
Eval-chrnoic otitis both ears,Uncategorized,
Eval-chrnoic otitis both ears,Uncategorized,
Eval-chrnoic otitis both ears,Uncategorized,
Eval     **ICU: 10/20,Uncategorized,
Temp of 105.5    *ICU 10/22*,Uncategorized,
Temp of 105.5    *ICU 10/22*,Uncategorized,
dropsy,Uncategorized,
dropsy,Uncategorized,
esophageal foreign body *ICU 10/22*,Uncategorized,
esophageal foreign body *ICU 10/22*,Uncategorized,
urethral obstruction *ICU 10/24*,Uncategorized,Urinary Issues
urethral obstruction *ICU 10/24*,Uncategorized,Urinary Issues
"REFERRAL: anorexia, no bm",Uncategorized,
"REFERRAL: anorexia, no bm",Uncategorized,
Subflush,Uncategorized,
Subflush,Uncategorized,
Environmental Cultures,Uncategorized,
Environmental Cultures,Uncategorized,
Osteomyelitis,Uncategorized,
IV antibiotics *ICU 10/27*,Uncategorized,
IV antibiotics *ICU 10/27*,Uncategorized,
IV antibiotics *ICU 10/27*,Uncategorized,
IV antibiotics *ICU 10/27*,Uncategorized,
IV antibiotics *ICU 10/27*,Uncategorized,
IV antibiotics *ICU 10/27*,Uncategorized,
IV antibiotics *ICU 10/27*,Uncategorized,
"extremely unsteady, balance off, walking in circles",Uncategorized,
"extremely unsteady, balance off, walking in circles",Uncategorized,
neuter (criptorchid) gastropexy,Uncategorized,
neuter (criptorchid) gastropexy,Uncategorized,
U/A,Uncategorized,
U/A,Uncategorized,
PLN,Uncategorized,
PLN,Uncategorized,
large gray spot on fish,Uncategorized,
broken right rear leg,Uncategorized,
broken right rear leg,Uncategorized,
"work-up, TPLO left needs plate removed",Uncategorized,
"work-up, TPLO left needs plate removed",Uncategorized,
U/A and culture,Uncategorized,
Ulnar Fx   ICU Discharge 11/1 sb,Uncategorized,
Ulnar Fx   ICU Discharge 11/1 sb,Uncategorized,
Ulnar Fx   ICU Discharge 11/1 sb,Uncategorized,
DOA court case for necropsy and rabies testing,Uncategorized,
DOA court case for necropsy and rabies testing,Uncategorized,
DOA court case for necropsy and rabies testing,Uncategorized,
TECA w/CT (ok Lantz)-CR  ICU Discharge 11/4,Uncategorized,HEENT
TECA w/CT (ok Lantz)-CR  ICU Discharge 11/4,Uncategorized,HEENT
Culture,Uncategorized,
bleeding growth from ear,Uncategorized,
bleeding growth from ear,Uncategorized,
bleeding growth from ear,Uncategorized,
bleeding growth from ear,Uncategorized,
bleeding growth from ear,Uncategorized,
Diabetic and throwing up    **ICU 11/3**,Uncategorized,
Diabetic and throwing up    **ICU 11/3**,Uncategorized,
*NEW*; Trouble Urinating (ok Adams)-CR  ICU Discharge 11/7,Uncategorized,
*NEW*; Trouble Urinating (ok Adams)-CR  ICU Discharge 11/7,Uncategorized,
endo tracheal wash cel ok wolff,Uncategorized,
endo tracheal wash cel ok wolff,Uncategorized,
endo tracheal wash cel ok wolff,Uncategorized,
endo tracheal wash cel ok wolff,Uncategorized,
endo tracheal wash cel ok wolff,Uncategorized,
End stage renal failure,Uncategorized,
End stage renal failure,Uncategorized,
limping/ sx site draining  ICU Discharge 11/3 sb *ICU 11/7,Uncategorized,
limping/ sx site draining  ICU Discharge 11/3 sb *ICU 11/7,Uncategorized,
limping/ sx site draining  ICU Discharge 11/3 sb *ICU 11/7,Uncategorized,
increased renal values    ***ICU 11/5***,Uncategorized,
increased renal values    ***ICU 11/5***,Uncategorized,
Cystoliths,Uncategorized,
trouble urinating,Uncategorized,
trouble urinating,Uncategorized,
NEW/ Itchy ears. MD,Uncategorized,
NEW/ Itchy ears. MD,Uncategorized,
NEW/ Itchy ears. MD,Uncategorized,
NEW/ Itchy ears. MD,Uncategorized,
U/A,Uncategorized,
"eval, ears, possible TECA (both ears)",Uncategorized,HEENT
"eval, ears, possible TECA (both ears)",Uncategorized,HEENT
"eval, ears, possible TECA (both ears)",Uncategorized,HEENT
Eval. chronic cystitis,Uncategorized,
Eval. chronic cystitis,Uncategorized,
Eval. chronic cystitis,Uncategorized,
Frontal sinus surgery (ok Dr. Bentley)-CR  ICU Discharge 11/11,Uncategorized,
Workup-Chronic renal failure   **ICU 11/20/16**,Uncategorized,
unable to urinate      **ICU: 11/17**,Uncategorized,
possible lyme/lepto      **ICU: 11/17**,Uncategorized,
possible lyme/lepto      **ICU: 11/17**,Uncategorized,
possible lyme/lepto      **ICU: 11/17**,Uncategorized,
possible lyme/lepto      **ICU: 11/17**,Uncategorized,
possible lyme/lepto      **ICU: 11/17**,Uncategorized,
possible lyme/lepto      **ICU: 11/17**,Uncategorized,
Drop off for Onco,Uncategorized,
Drop off for Onco,Uncategorized,
stone removal,Uncategorized,Urinary Issues
Re evaluate recurrent cystoiths,Uncategorized,
check ears,Uncategorized,
check ears,Uncategorized,
incontinence,Uncategorized,
incontinence,Uncategorized,
weak/can not rise,Uncategorized,
weak/can not rise,Uncategorized,
weak/can not rise,Uncategorized,
weak/can not rise,Uncategorized,
weak/can not rise,Uncategorized,
weak/can not rise,Uncategorized,
weak/can not rise,Uncategorized,
Diabetic ketoacidosis      **ICU: 11/22**,Uncategorized,
Diabetic ketoacidosis      **ICU: 11/22**,Uncategorized,
Respiratory distress,Uncategorized,
Respiratory distress,Uncategorized,
Respiratory distress,Uncategorized,
Respiratory distress,Uncategorized,
Respiratory distress,Uncategorized,
Respiratory distress,Uncategorized,
Cyclosporine implane,Uncategorized,
Cyclosporine implane,Uncategorized,
Left tibia and fibula fx      **ICU: 11/21**,Uncategorized,
DOA,Uncategorized,
DOA,Uncategorized,
sedated laryngeal exam and endotracheal wash,Uncategorized,
sedated laryngeal exam and endotracheal wash,Uncategorized,
sedated laryngeal exam and endotracheal wash,Uncategorized,
sedated laryngeal exam and endotracheal wash,Uncategorized,
sedated laryngeal exam and endotracheal wash,Uncategorized,
sub flush,Uncategorized,
sub flush,Uncategorized,
chronic bronchitis **ICU 11/22/16**,Uncategorized,
chronic bronchitis **ICU 11/22/16**,Uncategorized,
chronic bronchitis **ICU 11/22/16**,Uncategorized,
chronic bronchitis **ICU 11/22/16**,Uncategorized,
chronic bronchitis **ICU 11/22/16**,Uncategorized,
Eval-kidney stones,Uncategorized,Urinary Issues
Eval-kidney stones,Uncategorized,Urinary Issues
environmental cultures,Uncategorized,
environmental cultures,Uncategorized,
environmental cultures,Uncategorized,
environmental cultures,Uncategorized,
environmental cultures,Uncategorized,
environmental cultures,Uncategorized,
chronic renal failure,Uncategorized,
chronic renal failure,Uncategorized,
lumps on shoulder,Uncategorized,
dark bruising/ bleeding (started at thorax),Uncategorized,
dark bruising/ bleeding (started at thorax),Uncategorized,
dark bruising/ bleeding (started at thorax),Uncategorized,
dark bruising/ bleeding (started at thorax),Uncategorized,
dark bruising/ bleeding (started at thorax),Uncategorized,
dark bruising/ bleeding (started at thorax),Uncategorized,
dark bruising/ bleeding (started at thorax),Uncategorized,
dark bruising/ bleeding (started at thorax),Uncategorized,
dark bruising/ bleeding (started at thorax),Uncategorized,
dark bruising/ bleeding (started at thorax),Uncategorized,
sub flush,Uncategorized,
sub flush,Uncategorized,
trans trach wash,Uncategorized,
trans trach wash,Uncategorized,
trans trach wash,Uncategorized,
trans trach wash,Uncategorized,
trans trach wash,Uncategorized,
trans trach wash,Uncategorized,
trans trach wash,Uncategorized,
scope/trach wash,Uncategorized,
Down foal,Uncategorized,
Down foal,Uncategorized,
Down foal,Uncategorized,
Down foal,Uncategorized,
Eval  came in through ECC urinating blood. sb  Ok per Cooley,Uncategorized,
Poss slipped disc?,Uncategorized,
Poss slipped disc?,Uncategorized,
Poss slipped disc?,Uncategorized,
Poss slipped disc?,Uncategorized,
Poss slipped disc?,Uncategorized,
Consult for protastic cyst and hernia wall repair,Uncategorized,
Consult for protastic cyst and hernia wall repair,Uncategorized,
Anemic- low red cell count     **ICU: 12/2**,Uncategorized,
Renal failure     **ICU: 12/6**,Uncategorized,
Renal failure     **ICU: 12/6**,Uncategorized,
Renal failure     **ICU: 12/6**,Uncategorized,
Renal failure     **ICU: 12/6**,Uncategorized,
Renal failure     **ICU: 12/6**,Uncategorized,
Renal failure     **ICU: 12/6**,Uncategorized,
Eval chronic wt loss inappetance      **ICU: 12/2**,Uncategorized,
Eval chronic wt loss inappetance      **ICU: 12/2**,Uncategorized,
c-section,Uncategorized,
c-section,Uncategorized,
c-section,Uncategorized,
injections,Uncategorized,
Hind paw blood clot,Uncategorized,
Hind paw blood clot,Uncategorized,
Hind paw blood clot,Uncategorized,
Hind paw blood clot,Uncategorized,
amputation  **ICU: 12/5**,Uncategorized,
amputation  **ICU: 12/5**,Uncategorized,
Trouble walking      **ICU: 12/7**,Uncategorized,
Trouble walking      **ICU: 12/7**,Uncategorized,
Trouble walking      **ICU: 12/7**,Uncategorized,
Trouble walking      **ICU: 12/7**,Uncategorized,
swollen right hind leg,Uncategorized,
swollen right hind leg,Uncategorized,
REF: Fluid on lungs     **ICU: 12/14**,Uncategorized,
REF: Fluid on lungs     **ICU: 12/14**,Uncategorized,
REF: Fluid on lungs     **ICU: 12/14**,Uncategorized,
REF: Fluid on lungs     **ICU: 12/14**,Uncategorized,
REF: Fluid on lungs     **ICU: 12/14**,Uncategorized,
Sinus flap/ct scan,Uncategorized,
non-pruritic pustules,Uncategorized,
milk samples,Uncategorized,
milk samples,Uncategorized,
milk samples,Uncategorized,
milk samples,Uncategorized,
acute chronic kidney disease      **ICU: 12/14**,Uncategorized,
acute chronic kidney disease      **ICU: 12/14**,Uncategorized,
right parathyroid gland sx    **ICU: 12/14**,Uncategorized,
right parathyroid gland sx    **ICU: 12/14**,Uncategorized,
*NEW* work up-cervical disc hernia C5-6,Uncategorized,
*NEW* work up-cervical disc hernia C5-6,Uncategorized,
urination,Uncategorized,
Frequent urination  TEch: Jeri,Uncategorized,
stent removal and laser ablation of ureters *ICU 12/9,Uncategorized,
stent removal and laser ablation of ureters *ICU 12/9,Uncategorized,
leg swollen *ICU 12/15*,Uncategorized,
leg swollen *ICU 12/15*,Uncategorized,
leg swollen *ICU 12/15*,Uncategorized,
Resp distress,Uncategorized,
Resp distress,Uncategorized,
Resp distress,Uncategorized,
Resp distress,Uncategorized,
Resp distress,Uncategorized,
Resp distress,Uncategorized,
Resp distress,Uncategorized,
Resp distress,Uncategorized,
Resp distress,Uncategorized,
Swollen R stifle,Uncategorized,
Swollen R stifle,Uncategorized,
dog fight *ICU 12/15*,Uncategorized,
dog fight *ICU 12/15*,Uncategorized,
dog fight *ICU 12/15*,Uncategorized,
dog fight *ICU 12/15*,Uncategorized,
dog fight *ICU 12/15*,Uncategorized,
dog fight *ICU 12/15*,Uncategorized,
DO : right TPLO,Uncategorized,
DO : right TPLO,Uncategorized,
DO : right TPLO,Uncategorized,
DO : right TPLO,Uncategorized,
Consult-MCT,Uncategorized,
Consult-MCT,Uncategorized,
mammary gland lumpectomy,Uncategorized,
REFERRAL: urethra stone      **ICU: 12/14**,Uncategorized,Urinary Issues
REFERRAL: urethra stone      **ICU: 12/14**,Uncategorized,Urinary Issues
vision loss     **ICU: 12/15**,Uncategorized,
vision loss     **ICU: 12/15**,Uncategorized,
Eval. IVDD      **ICU: 12/20**,Uncategorized,
Eval. IVDD      **ICU: 12/20**,Uncategorized,
anal sacculectomy w/ histopath (per Onco),Uncategorized,
jumped from 2 story window *ICU 12/18,Uncategorized,
jumped from 2 story window *ICU 12/18,Uncategorized,
REF: multiple ureteral calculi   **ICU  12/18,Uncategorized,
REF: multiple ureteral calculi   **ICU  12/18,Uncategorized,
blockage in urethra      **ICU: 12/19**,Uncategorized,
blockage in urethra      **ICU: 12/19**,Uncategorized,
UA,Uncategorized,
UA,Uncategorized,
"kidney stones, may need ultrasound      **ICU: 12/23**",Uncategorized,Urinary Issues
"kidney stones, may need ultrasound      **ICU: 12/23**",Uncategorized,Urinary Issues
Necropsy,Uncategorized,
Necropsy,Uncategorized,
Necropsy,Uncategorized,
Necropsy,Uncategorized,
Necropsy,Uncategorized,
Necropsy,Uncategorized,
urinating blood,Uncategorized,
urinating blood,Uncategorized,
urinating blood,Uncategorized,
Necorpsy,Uncategorized,
Necorpsy,Uncategorized,
Necorpsy,Uncategorized,
Blocked goat,Uncategorized,
Blocked goat,Uncategorized,
abdominal effusion - ICU 1/4,Uncategorized,Gastrointestinal_Abdominal Issues
abdominal effusion - ICU 1/4,Uncategorized,Gastrointestinal_Abdominal Issues
abdominal effusion - ICU 1/4,Uncategorized,Gastrointestinal_Abdominal Issues
abdominal effusion - ICU 1/4,Uncategorized,Gastrointestinal_Abdominal Issues
abdominal effusion - ICU 1/4,Uncategorized,Gastrointestinal_Abdominal Issues
abdominal effusion - ICU 1/4,Uncategorized,Gastrointestinal_Abdominal Issues
abdominal effusion - ICU 1/4,Uncategorized,Gastrointestinal_Abdominal Issues
abdominal effusion - ICU 1/4,Uncategorized,Gastrointestinal_Abdominal Issues
renal failure *ICU: 12/29*,Uncategorized,
renal failure *ICU: 12/29*,Uncategorized,
bad night with her IBS-straining,Uncategorized,
bad night with her IBS-straining,Uncategorized,
DOA possibly poisoned,Uncategorized,
DOA possibly poisoned,Uncategorized,
DOA possibly poisoned,Uncategorized,
euth. only,Uncategorized,
euth. only,Uncategorized,
Drop-off for anal sac removal      **ICU: 1/4**,Uncategorized,
Drop-off for anal sac removal      **ICU: 1/4**,Uncategorized,
radiographs-subluxation,Uncategorized,
radiographs-subluxation,Uncategorized,
radiographs-subluxation,Uncategorized,
UA and culture post cystoliths and urethroliths,Uncategorized,
